contract_id,order,section_title,section_id,text,source,confidence
Двуязычный контракт с Францией,18,Форс‐мажор,s_11_форс_мажор,"В случае обстоятельств, делающих невозможным частичное или полное
opening the package;
as to quality ‐ not later than one month after opening the package.
Acceptance of the Goods shall be made by the official representative of the Buyer in the presence of, if necessary, the official representative of the Chamber of Commerce (at Buyer's discretion) with the execution of the report of acceptance.",docx,0.900
Двуязычный контракт с Францией,19,The quality of Goods. Claims,,"The quality of the Goods shall conform to the Quality Certificate issued by the supplier.
For the Goods being in need of special warranty, the warranty period is fixed within 12 months from the date of delivery.
Should the Goods within the guarantee period prove to be defective or not corresponding to the Terms and Conditions of the Present Contract, the Seller shall eliminate defects or replace defective parts. The costs on the delivery of defective parts back to the Seller are covered by the Buyer.",docx,0.746
Двуязычный контракт с Францией,20,The Buyer can claim the Seller for quantity as well as for quality within 8 (Eight) days from the date of delivery.,,"For the Goods ensured by a warranty period claims can be made 30 days after warranty period expires in case if the Buyer has found defects within this warranty period.
The claims must be proved by the Certificate drawn up by a competent independent expert Organization.
The Seller is to examine and fulfill the claim within 20 days on receipt of the claim.
Quality remarks or claims for the sent goods are only accepted if goods are in original state – any transformation of goods or manipulation by laundry process does not entitle to compensation.",docx,0.610
Двуязычный контракт с Францией,21,Force‐majeur,s_10_force_majeure,"If in the case of the Force‐majeur circumstances, namely fire, natural calamity, blockade,
выполнение Контрактных обязательств любой из сторон, а именно: пожар, стихийные бедствия, война или боевые действия, эмбарго дата исполнения Контрактных обязательств изменяется в соответствии с продолжительностью воздействия таких обстоятельств.
Если такие обстоятельства продолжаются более трех месяцев, каждая из сторон имеет право отказаться от дальнейшего исполнения Контрактных обязательств, и в этом случае ни одна из сторон не имеет права требовать возмещения понесенных убытков.
Сторона, находящаяся под воздействием обстоятельств, делающих невозможным исполнение Контрактных обязательств, должна информировать другую сторону о наступлении или окончании таких обстоятельств в течение пяти дней. Документы из Торговой палаты стран Продавца и Покупателя, соответственно, будет подтверждать очевидность вышеупомянутых обстоятельств, их наличие и продолжительность.",docx,0.880
Двуязычный контракт с Францией,22,Конфиденциальность,s_12_конфиденциальность,"Обе Стороны согласны соблюдать строжайшую тайну и конфиденциальность в отношении всех условий настоящего Контракта, а также документов, подписанных в рамках настоящего контракта.",docx,1.000
Двуязычный контракт с Францией,23,Арбитраж,s_12_арбитраж,"Все разногласия, возникающие вследствие исполнения настоящего Контракта, должны решаться путем переговоров между Сторонами.
Если стороны не могут прийти к соглашению в течение 10 рабочих дней, любой спор, возникающий из или в связи с настоящим Соглашением, в том числе любой вопрос в отношении его существования, действительности или прекращения, должен быть передан и, наконец, решен путем арбитража в соответствии с Арбитражным регламентом Европейского Союза. Языком арбитражного разбирательства является
embargo on exports or Imports, or some other ones not dependent on the Parties, the full or partial execution of this Contract becomes impossible by any of the participants, the period of the obligations execution is extended in correlation with the time frame of the Force‐ majeur circumstances.
If such circumstances and their consequences should continue for more than three months each of the Parties in this Contract shall have the right to reject all future obligations stipulated in the Contract. Neither Party shall have the right to claim compensation for damages related to these circumstances from the other Party.
Either Party who finds it impossible due to such circumstances to accomplish their obligations according to this Contract shall immediately inform the other Party by both electronic means and registered mail of the Force‐majeur circumstances. A certificate issued by the Chamber of Commerce of an appropriate geographical entity, related to either the Seller’s or Buyer's countries, shall serve as proper proof of the existence of a Force‐majeur and its duration.",docx,1.000
Двуязычный контракт с Францией,24,Confidentiality,s_12_confidentiality,Both Sides have agreed to keep under strict secret and confidentiality all information concerning the terms and conditions of this Contract as well as all additional documents signed under the present Contract.,docx,1.000
Двуязычный контракт с Францией,25,Arbitration,s_12_arbitration,"The parties should settle all the disputes and differences, which may arise out of the present Contract or in connection with it, in an amicable way.
If the parties fail to reach an agreement within 10 working days: Arbitration and juridical legal competence in case of any dispute arising out of or in connection with the present Contract, including any question regarding its existence, validity, quality items or termination, shall be referred to and finally resolved by arbitration under the Arbitration Rules of European legislation. The language of arbitration shall be English. The place of arbitration shall be Paris / France.
английский язык. Место арбитража является Париж / Франция.",docx,1.000
Двуязычный контракт с Францией,26,Прочие условия.,прочие_условия,"Если установлено, что какое‐либо из положений настоящего Контракта недействительно, то остальные положения сохраняют юридическую силу и должны толковаться в контексте первоначальных целей и в полном соответствии с действующим законодательством.
Если какое‐либо из условий данного Контракта будет запрещено или объявлено судом незаконным, недействительным или ничтожным, то такое условие будет в требуемой степени исключено из данного Контракта. Оставшиеся положения данного Контракта не будут, по возможности, изменяться или модифицироваться, и все другие условия, не исключенные вышеупомянутым способом, продолжают действовать в полную силу.
Данный Контракт считается вступившим в силу с момента его подписания и, если он ранее не прекращен в соответствии с оговоренными условиями, продолжает действовать в течение одного календарного года.
Данный Контракт, равно как и любые документы (приложения, спецификации, дополнения) в рамках Контракта могут быть подписаны путем обмена Сторонами сообщениями электронной почты.
Данный Контракт заключен сроком по 31.12.2016г. включительно.
Настоящий Контракт составлен в 2 экземплярах. В случае нахождения разногласий между русской и английской версиями контракта, превалирует английский вариант контракта.",docx,0.966
Двуязычный контракт с Францией,27,Юридические адреса и банковские реквизиты сторон,s_9_юридические_адреса_и_банковские_реквизиты_сторон,"В случае изменений банковских реквизитов любой из сторон другая сторона должна быть поставлена об этом в известность в письменном виде, и в течение 10 дней надлежит составить подписанное обеими сторонами Дополнение к настоящему Контракту с вновь установленными банковскими реквизитами",docx,0.990
Двуязычный контракт с Францией,28,Other Conditions.,other_conditions,"If it becomes apparent that any of this Contract’s conditions is no longer valid, then the rest of this Contract’s conditions keep their legal power and must be interpreted in the context of initial intentions and in full compliance with the valid legislation.
If any of this Contract’s terms or conditions becomes recognised as forbidden, invalid or impotent or declared illegal by the court, than such a term or condition will be excluded from the present Contract. The rest of this Contract`s terms and conditions, if it possible, will not be subject to modification or change and all the rest of the terms and conditions, which are not excluded by the above method, will remain valid and in power.
The Contract is to be considered as binding and legally valid since the date of it is signing and if it is not terminated earlier in by the use of the previously stated conditions this Contract shall remain legally valid and binding on all of its Parties for the period of one year.
The Contract as well as any document within the Contract (attachments, specifications, amendments) can be made via exchange of faxes or e‐mail messages between the Parties.
The present Contract acts up to 31.12.2016.
The present contract exists in two copies. In case of discrepancies between the Russian and the English versions of the agreement, English text shall prevail.",docx,0.970
Двуязычный контракт с Францией,29,Legal address and Bank Requisites of the Parties,article_9_legal_addresses_and_requisites_of_the_parties,"In case of bank requisites being changed by any of the parties, the other party should be informed about it in writing and within 10 days an Amendment to the Present Contract with new Bank requisites is to be made and signed by both parties",docx,0.827
Двуязычный контракт фарфоровый завод,1,PREFACE,preface,"Приложение №1 к Контракту №___от __.__.____
Addendum №1 to the Contract №____ dated __.__.____
Спецификация / Specification № _____________
«___» __________ 20____ / «___» ___________ 20 ____",docx,1.000
Двуязычный контракт фарфоровый завод,2,Условия передачи и оплаты Товара/ The conditions of the transfer and payment:,,"Приложение № 2 к контракту № …… от …….
АО «Императорский фарфоровый завод»
192171, Россия, г. Санкт-Петербург
Пр. Обуховской обороны, д. 151",docx,0.458
Двуязычный контракт фарфоровый завод,3,ПРЕТЕНЗИЯ,,"Контракт №     от
Спецификация к контракту №   от
Инвойс №    от
Упаковочный лист №    от
При приемке Товара, переданного согласно вышеуказанным документам, были выявлены следующие недостатки (указывается применимый раздел):
1. Замечания по количеству (в т.ч. бой):
Указываются имеющиеся расхождения по количеству, с указанием всех идентифицирующих данных (наименование, код, количество и пр.) недопоставленного или излишне поставленного товара.
2. Замечания по качеству:
Указываются имеющиеся претензии по качеству с указанием идентифицирующих данных (наименование, код и пр.) товара с недостатками, с подробным описанием недостатков
3. Замечания по ассортименту:
Указываются имеющиеся расхождения по ассортименту с указанием всех идентифицирующих данных (наименование, код, количество и пр.) недопоставленного или излишне поставленного товара.
4. Замечания по комплектности:
Указываются имеющиеся расхождения по комплектности с указанием всех идентифицирующих данных (наименование, код, количество и пр.) недопоставленного или излишне поставленного товара.
В соответствии с вышеизложенным и на основании п. __ Контракта (указывается соответствующий пункт Контракта), просим Вас (указывается применимое):
1. Заменить некачественный товар товаром надлежащего качества.
2. Осуществить допоставку непоставленного товара.
3. Принять возврат излишне поставленного товара.
Приложения:
1. Фотографии недостатков.
2. Документы, подтверждающие дату получения Товара.
3. Документы, подтверждающие полномочия на подписание претензии.",docx,0.600
Двуязычный контракт фарфоровый завод,4,ДАТА,,"Addendum № 2 to the contract № …… dated …….
JSC Imperial Porcelain Manufactory
192171, Russia, St. Petersburg
pr. Obukhovskoy Oborony, 151",docx,0.000
Двуязычный контракт фарфоровый завод,5,CLAIM,,"Contract №                 dd.
Purchasing Specification №           dd.
Invoice №                   dd.
Packing list №            dd.
In the course of examination of the goods, received according to the abovementioned documents, the following defects were identified (specify the applicable section):
1. Quantity (including broken items):
Specify differences in quantity including all identification data (description, code, quantity, etc.) of the missing or excessive goods.
2. Quality:
Specify quality defects including identification data (description, code, quantity, etc.) of the defective goods including detailed description of the defects.
3. Selection:
Specify differences in selection including all identification data (description, code, quantity, etc.) of the missing or excessive goods.
4. Completeness:
Specify differences in completeness including all identification data (description, code, quantity, etc.) of the missing or excessive goods.
In accordance with the above said, on the basis of par. ___ of the Contract (specify the relevant paragraph of the Contract), please (specify as appropriate):
1. Replace the defective goods with goods of due quality.
2. Deliver the missing goods.
3. Accept the excessive goods back.
Appendices:
1. Pictures of defects.
2. Documents certifying the authority to sign the claim.
date",docx,0.333
Двуязычный контракт,1,г. Москва,,"Компания ХХХХХХХХХ, Китай, именуемая в дальнейшем ""Продавец"", в лице Генерального директора ХХХХХХ с одной стороны, действующего на основании Устава и NNNNNNN, Россия, в лице Директора NNNNNNN, действующей на основании Устава, именуемое в дальнейшем ""Покупатель"", с другой стороны, заключили настоящий Контракт о нижеследующем:",docx,0.400
Двуязычный контракт,2,ПРЕДМЕТ КОНТРАКТА,s_1_предмет_контракта_3,"Продавец продает, а Покупатель покупает продукцию, именуемую в дальнейшем Товар, в соответствии со Спецификациями к настоящему Контракту, подписываемыми Сторонами по мере поступления заказов от Покупателя, по каждой партии Товара.
Товар поставляется на условиях Инкотермс 2010 партиями по мере поступления заказов от Покупателя.",docx,1.000
Двуязычный контракт,3,ЦЕНА И ОБЩАЯ СУММА КОНТРАКТА,s_7_общая_сумма_контракта,"Цены на Товар устанавливаются в долларах США. Количество, цена и наименование товара по позициям устанавливаются в Спецификациях к настоящему контракту на каждую поставку и являются неотъемлемыми частями настоящего контракта.
Общая сумма Контракта составляет: 45 000 (Сорок пять тысяч) долларов США.
Ассортиментный уровень и цена товаров может изменяться в соответствии с изменением конъюнктуры рынка, что будет оговариваться в частных Спецификациях являющихся неотъемлемой частью настоящего Контракта.",docx,0.840
Двуязычный контракт,4,СРОКИ И УСЛОВИЯ ПОСТАВКИ,,"Поставка Товара по настоящему Контракту осуществляется партиями на основании заказов Покупателя по прилагаемым к настоящему договору Спецификациям, на условиях FOB Ningbo.
Датой поставки считается дата перехода товара через борт судна в морском порту Ningbo.
Продавец обязуется поставить товар в течение 90 (девяноста) календарных дней с даты получения предоплаты.
В случае если Продавец не исполнил обязательств по поставке товара в срок, Продавец обязуется возвратить денежные средства в размере стоимости не поставленных товаров, в течение 7 (семи) дней с момента получения Претензии, но не позднее 160 (сто шестьдесят) календарных дней с даты предоплаты.
Продавец обязан осуществить возврат денежных средств в банк Покупателя по реквизитам,",docx,0.625
Двуязычный контракт,5,Moscow,,"Company XXXXXX, China, hereinafter referred to as the ”Seller”, represented by director general XXXXXX on the one part, acting on the basis of the charter and Company NNNNNN, Russia, represented by its Director NNNNNNN acting on the basis of the Charter , hereinafter referred to as the «Buyer», on the other part, hereby have concluded the present Contract as follows:",docx,0.154
Двуязычный контракт,6,THE SUBJECT OF THE CONTRACT,s_1_the_subject_of_the_contract,"The Seller sells and the Buyer purchases products hereinafter referred to as «Goods», according to the Specifications to the present Contract, signed by the Sides in process of receipt of orders from the Buyer, on each consignment of goods.
The goods are delivered on conditions of Incoterms 2010 by consignments as the orders from the Buyer are receipt.",docx,1.000
Двуязычный контракт,7,PRICE AND TOTAL VALUE OF THE CONTRACT,s_7_total_value_of_the_contract,"The prices for the Goods are fixed in US dollars. The quantity, the price and the name of the goods by positions are established in Specifications to the present contract for each delivery and are being integral parts of the present contract.
Total value of the contract is 45 000 (Forty-five thousand) US dollars.
The range and price of Goods may change in accordance with change in market, which will be stated in particular Specifications being internal parts of the present contract.",docx,0.831
Двуязычный контракт,8,PERIOD AND TERMS OF DELIVERY,,"The delivery is realized in lots on the basis of the Buyer’s orders, enclosed with the present contract Specifications, subject to conditions FOB Ningbo.",docx,0.755
Двуязычный контракт,9,The date of delivery is considered as the date of goods transition through a vessel board in sea port Ningbo.,,"The Seller shall supply the goods within 90 (ninety) calendar days from the prepayment receiving date.
In case the Seller should fail to supply the goods during the scheduled period, the Seller is obliged to return the amount of the failed goods, within 7 (seven) days from the moment of receipt of the Claim, but not later than 160 (one hundred and sixty) calendar days from the date of advanced payment.
The Seller pays back the funds to the bank of the
указанным в статье 13 настоящего контракта. При возврате Продавцом денежных средств все банковские комиссии по переводу, в том числе и межбанковские, оплачиваются за счет Продавца.",docx,0.455
Двуязычный контракт,10,УСЛОВИЯ ПЛАТЕЖА,s_2_1_условия_оплата,"Платежи по настоящему Контракту производятся Покупателем в долларах США за каждую партию Товара путем прямого банковского перевода на счет Продавца, указанный в пункте 13 настоящего Контракта, либо на счет, указанный Продавцом.
Оплата Товара производится Покупателем в соответствии с условиями, указанными в соответствующих Спецификациях к настоящему Контракту.
В случае предоплаты, оплата осуществляется Покупателем на основании Проформы-Инвойса Продавца, выставленного на конкретную партию Товара в соответствии со Спецификацией.",docx,0.897
Двуязычный контракт,11,ОТГРУЗОЧНЫЕ ДОКУМЕНТЫ,s_7_отгрузочные_документы,"Каждая отгрузка должна сопровождаться следующими документами:
Спецификация
Инвойс на товар
Упаковочный лист
Экспортная декларация
Сертификат происхождения",docx,0.977
Двуязычный контракт,12,КАЧЕСТВО ТОВАРА,s_5_качество_товара,Качество проданного товара по настоящему Контракту должно соответствовать всем требованиям потребительского рынка России и требованиям Технических Регламентов ЕАЭС.,docx,1.000
Двуязычный контракт,13,УПАКОВКА И МАРКИРОВКА,,"Товар должен отгружаться в экспортной упаковке, соответствующей характеру поставляемого Товара и установленным в РФ стандартам.
Упаковка должна обеспечивать, при условии надлежащего обращения с грузом, полную сохранность товара во время транспортировки всеми видами транспорта с учетом перевалок, а также предохранять Товар от атмосферных явлений.
На каждое грузовое место может быть нанесена следующая маркировка: название пункта назначения, наименование Производителя либо Продавца и другие реквизиты, заблаговременно согласованные Покупателем и Продавцом. Грузовое место может быть промаркировано с указанием реквизитов другого получателя в случае поставки невостребованного товара.
Продавец несет все убытки, связанные с некачественной и/или несоответствующей условиям настоящего Контракта упаковкой и/или маркировкой изделий.
Buyer stipulated in the Article 13 of the present contract.
When returning by the Seller of money funds all bank commissions on transfer including the interbank fees are paid at the expense of the Seller.",docx,0.591
Двуязычный контракт,14,TERMS OF PAYMENT,s_6_terms_of_payment,"Payments by present Contract will be carried out be Buyer in USA Dollars for each consignment by straight bank order to the Seller’s account, stated at paragraph 13 of the present Contract, or to the account stated by Seller.
The Goods shall be paid by the Buyer in accordance with the terms specified in the Specifications to this Contract.
In case of prepayment, the Buyer pays on the basis of the Seller's Proforma-Invoice issued for a consignment of the Goods in accordance with the Specification.",docx,0.970
Двуязычный контракт,15,SELLER DOCUMENTS,,"Each shipment provided following documents:
Specification
Invoice of goods
Packing list.
Export declaration
Certificate of origin",docx,0.588
Двуязычный контракт,16,QUALITY OF THE GOODS,,Quality of the sold Goods under this Contract must correspond to all the requirements of the consumer market of Russia and requirements of Technical Regulations ЕАЕU.,docx,0.636
Двуязычный контракт,17,PACKAGE AND MARKING,,"The Goods must be shipped in export package, corresponding to the shipping Goods type and prescribed by the Russian Federation standards.
Package must guarantee, on the assumption that freight is handled properly, full safety of the goods during transportation by all means of transport and reloading and protect it from precipitation.
Each shipping place should be marked as follows: destination, name of Producer or Seller and other properties, coordinated in advance by the Buyer and the Seller. Shipping place might be marked with indication of properties of other recipient in case of delivery of unclaimed good.
The Seller awards all damages from low quality and\or inconsistent conditions of the present Contract’s Package and Marking of the Goods.
Товар считается сданным Продавцом и принятым Покупателем по качеству - согласно данным сертификатов изготовителя или Продавца: по количеству - согласно количеству мест и весу, указанным в отгрузочной накладной.",docx,0.651
Двуязычный контракт,18,РЕКЛАМАЦИИ И АРБИТРАЖ,s_9_рекламации_и_арбитраж,"Рекламации могут быть заявлены в соотношении качества поставляемой партии Товара, в случае его несоответствия его качеству, обусловленному в настоящем Контракте. И в отношении количества поставляемой продукции. В рекламации необходимо указать количество и наименование рекламируемого Товара, основание рекламации.
Рекламация отправляется заказным письмом с приложением всех необходимых документов, подтверждающих рекламацию.",docx,1.000
Двуязычный контракт,19,Продавцу предоставляется право проверить на месте обоснованность рекламации.,,Рекламация оформляется на основании нормативных актов ФТС РФ с применением процедуры обратного вывоза Товара по рекламации.,docx,0.455
Двуязычный контракт,20,"Все споры и разногласия, которые могут возникнуть из настоящего Контракта, подлежат разрешению через арбитражный суд.",,The goods are leased by the Seller and are accepted by the Buyer by the quality in accordance with certificates of manufacturer or Seller; by quantity in accordance with the quantity of places and weight indicated in the issued invoice.,docx,0.379
Двуязычный контракт,21,RECLAMATIONS AND ARBITRATIONS,,"Reclamations concerning the quality of the Goods and/or the quantity in the delivered consignment of the Goods may be declared in case of disparity of quality, conditioned by this Contract. Reclamation should contain name and quantity of the declared Goods and reason of reclamation.
Reclamation should be sent as a registered letter, including all required documents, confirming reclamation.
The seller is allowed to check up the validity of reclamation at the place
Reclamation is adjusted in accordance with legal texts of FTS RF using reclamation backward removal of Goods.
Any disputes, which may arise from or in connection with the Contract, must be settled in the International Arbitration Court.",docx,0.655
Двуязычный контракт,22,ФОРС - МАЖОР,s_11_форс_мажор,"Ни одна из сторон не будет нести ответственность за полное или частичное неисполнение своих обязательств по настоящему Контракту в случае наступления следующих обстоятельств: непреодолимые стихийные бедствия, объявления войны, военного положения, блокады, эмбарго, действия государственных органов, публикация нормативных актов запрещающего характера, введение каких-либо торговоэкономических санкций, других обстоятельств, независящих от обеих сторон, и возникших после заключения настоящего Контракта.
Сторона, для которой создалась невозможность исполнения обязательств по настоящему Контракту, должна незамедлительно известить другую сторону о наступлении и прекращении обстоятельств, препятствующих исполнению обязательств.
Срок выполнения сторонами обязательств по настоящему Контракту, попадающих под форсмажорные обстоятельства, меняется на время действия таких обстоятельств или их последствий. Если эти обстоятельства будут продолжаться более трех месяцев, то каждая из сторон имеет право отказаться от дальнейшего исполнения обязательств по настоящему Контракту, и в этом случае ни одна из сторон не будет иметь права на возмещение другой стороной возможных убытков.",docx,0.909
Двуязычный контракт,23,FORCE - MAJOR,,"The parties will be released from their responsibility for partial or complete non-execution of their liabilities under the present Contract, should this non-execution be caused by: insurmountable natural disaster, declaration of war, martial law, blockades, embargos, acts of state agencies, publication of normative acts prohibiting character, the introduction of any economic and trade sanctions or any other reason beyond the reasonable control, acquired after concluding this Contract.
The side, which is unable to fulfill its obligations under the Contract, shall immediately inform the other side about the occurrence and cessation of circumstances, that prevent from discharge of obligations
Term of performance of liabilities under this Contract, which get into force major, is changed for the time of these circumstances or their consequences. In case these circumstances last more than three months, each Part has the right to decline further execution of its liabilities under this Contract, in this case non of the Parts will have the right to award possible damages of the other Part.",docx,0.769
Двуязычный контракт,24,САНКЦИИ СТОРОН,,"В случае не поставки или частичной недопоставки партии Товара Продавец несет ответственность в размере 100 процентов от суммы не поставленного или недопоставленного Товара.
В случае задержки платежа за поставленную партию Товара по настоящему Контракту, Покупатель выплачивает Продавцу пеню в размере 0,1 % от суммы недополученного платежа за каждый просроченный день.",docx,0.645
Двуязычный контракт,25,SANCTIONS OF PARTS,,"In case of non-delivery or partial non-delivery of the consignment of Goods the Seller is liable for this at the rate of 100% from the sum of nondelivered or partial non-delivered Goods.
In case of the delay of payment for the delivered consignment of goods under this Contract, the Buyer pays the Seller fine at the rate of 0,1% from the unpaid sum for each day of delay.",docx,0.714
Двуязычный контракт,26,ДРУГИЕ УСЛОВИЯ,прочие_условия,"Все изменения, приложения дополнения и спецификации к настоящему Контракту, согласованные в письменной форме и подписанные обеими сторонами лично либо посредством факсимиле, передаются посредством почтовой, факсимильной, электронной связи, будут являться его неотъемлемой частью, и иметь равную юридическую с ним силу.
Наименование, код ТНВЭД, цена товара указанные в спецификации могут изменяться в зависимости от размера товарной партии, качества и свойств товара, его производителя. Настоящий перечень товаров, указанных в спецификации к настоящему Контракту, может быть дополнен на основании заказа Покупателя.
Все предыдущие переговоры и переписка между сторонами теряет силу с момента подписания настоящего Контракта.
Настоящий Контракт составлен на русском и английском языках в 2-х экземплярах по одному для каждой стороны, имеющих одинаковую силу.
Настоящий Контракт вступает в силу с момента его подписания обеими сторонами и действует до 31.12.2019 года включительно.
По истечении срока договора, если иное не оговорено дополнительно, договор считается пролонгированным на неопределенный срок.
Взаимоотношения сторон, не отраженные настоящим Контрактом, регулируются действующим законодательством Китая и России.",docx,0.786
Двуязычный контракт,27,OTHER CONDITIONS,other_conditions,"All the changes, enclosures, additions and specifications to this Contract, agreed in written form and signed by both Parties personally or by facsimile, are delivered by mail, facsimile or electronic means, are being an integral part of this Contract.
Names, customs codes, prices of Goods, mentioned in the Specification to this Contract, will change due to the size of the consignment of Goods, its qualities and characteristics, and manufacturer. The present list of Goods, mentioned in the Specification to this Contract, may be enlarged on the basis of the Buyer’s order.
All previous negotiations and correspondence become invalid from the moment of signing this Contract.
This contract is drawn up both in Russian and in English in 2 copies, one for each part, having the same effect.
This Contract takes in effect after it will be signed by two parts and acts during to 31.12.2019 year inclusive.
Upon expiration of the contract, if not otherwise stated, the contract shall be prolonged for an indefinite period.
Relationships of the contracting parties that are not reflected in this contract are settled by legislation of Russia and China.",docx,1.000
Двуязычный образец внешнеторгового контракта,1,Образец внешнеторгового контракта,,"Компания	«	»,
зарегистрированная по адресу	 в дальнейшем именуемое ""Продавец"" в лице 	,		, действующего на основании устава, и ООО ""	"", именуемое в дальнейшем
""Покупатель"" в лице	– генерального директора, действующего на основании устава, подписали настоящий контракт о нижеследующем:",docx,0.509
Двуязычный образец внешнеторгового контракта,2,Предмет контракта,s_1_предмет_контракта_3,"Продавец обязуется отгрузить, а Покупатель – купить на условиях (базисные условия поставки) согласно Инкотермс-2000 товары, номенклатура которых приведена в Приложении 1 к настоящему Контракту, являющемся	неотъемлемой	частью
контракта, на общую сумму 	 (	) долларов США в срок
до 	.
Цены по Контракту и общая стоимость
Контракта
Все цены на товары оговариваются в предложениях Продавца и обозначаются в долларах США. Продавец имеет право изменять цены при условии оповещения Покупателя о предстоящем изменении не менее чем за две недели.
Общая стоимость настоящего Контракта
(	) долларов США
и остается неизменной, даже если Продавец изменяет цены в течение срока действия Контракта.
Все расходы, включая таможенные, после подписания и исполнения Контракта уплачиваются сторонами на территориях своих стран.
Условия поставки
Условия поставки: базисные условия поставки.",docx,1.000
Двуязычный образец внешнеторгового контракта,3,Поставка Товара осуществляется,s_4_4_первая_поставка_товара_осуществляется_в,"Company «	» registered 	 (hereinafter referred to as the “SELLER”), represented by	, 	, due
to the power of the statement on the one hand, and OOO “	” (hereinafter referred to as
the	“BUYER”),	represented	by
, General Director, due to the statement on the other hand, have concluded the Present Contract on the following:",docx,0.870
Двуязычный образец внешнеторгового контракта,4,Subject of the contract,subject_of_the_contract,"The SELLER is to ship and the BUYER is to buy products (hereinafter referred to as the “GOODS”) on terms delivery basis (Incoterms- 2000) in accordance with the specification given in SUPPLEMENT #1 attached to the Present Contract and constitute an integral part thereof, for the whole amount 	 (	)	USD	up	to
Price and total amount of the
contract.
All the prices are specified in the SELLER’s proposals and fixed in US dollars. The SELLER has a right to change prices in case of informing the BUYER two weeks before these changes.
The total amount of the Present Contract is
(	) USD and is to",docx,1.000
