contract_id,order,section_title,section_id,text,source,confidence
Двуязычный контракт Ташкент (2)__headings_fixed,45,РАЗРЕШЕНИЕ СПОРОВ,dispute_resolution,13.1. Действительность и толкование настоящего Договора и правоотношения Сторон будут регулироваться и толковаться в соответствии с законодательством Республики Узбекистан.,docx,0.900
Двуязычный контракт Ташкент (2)__headings_fixed,46,Стороны имеют право принять меры к урегулированию возникших в процессе исполнения обязательств по Договору споров путем переговоров.,dispute_resolution,"13.3. Одна Сторона должна ответить на претензию другой Стороны, касающуюся исполнения Договора, в письменной форме не позднее 15 (пятнадцати) дней со дня отправки претензии, если только более ранний ответ не предусмотрен настоящим Договором или требуется в связи с производственной необходимостью, что должно быть обосновано в самой претензии.
13.4. Если Стороны не могут прийти к согласию в течение 15 (пятнадцати) дней со дня начала переговоров, то данное разногласие должно быть урегулировано в Ташкентском межрайонном экономическом суде.",docx,0.900
Двуязычный контракт Ташкент (2)__headings_fixed,47,Приложения №1 к настоящему Договору являются его неотъемлемой частью.,s_17_4_приложения_к_контракту_являются_его_неотъемлемой_частью,"14.5. Изменения, дополнения в настоящий Договор, не противоречащие действующему законодательству Республики Узбекистан и законным интересам Сторон, вносятся в виде дополнительных соглашений, оформленных в письменном виде, подписанных и скрепленных печатями Сторон.
14.6. Документы, связанные с исполнением настоящего Договора, считаются оформленными надлежащим образом, если подписаны уполномоченными представителями Сторон и скреплены печатью.
14.7. Любые уведомления, сообщения, документы и переписка между Сторонами в связи с настоящим Договором должны составляться на русском или английском языках в письменной форме и могут передаваться в том числе в виде факсимильного или электронного сообщения (с последующим предоставлением оригинала документа) или отправляется заказным письмом получателю по его адресу, указанному в настоящем Договоре. Факт получения уведомления должен быть подтвержден в установленном порядке.",docx,0.806
Двуязычный контракт Ташкент (2)__headings_fixed,48,Стороны не вправе переуступать или передавать свои права и обязательства по настоящему Договору без предварительного письменного согласия другой Стороны.,,"14.9. Сторона, у которой изменились сведения, указанные в разделе 15 настоящего Договора, в течение трех рабочих дней сообщает об этом другой Стороне в письменном виде за подписью руководителя и главного бухгалтера Стороны с одновременным оформлением соответствующего дополнительного соглашения. При отсутствии таких сообщений письменные уведомления и требования, направленные Сторонами друг другу, отправляются по адресам, указанным в разделе 15 настоящего Договора, и считаются доставленными, если даже адресат по этому адресу более не находится.
14.10. Настоящий Договор составлен на русском языках в двух идентичных экземплярах, имеющих одинаковую юридическую силу, по одному экземпляру для каждой Стороны.",docx,0.590
Двуязычный контракт Ташкент (2)__headings_fixed,49,ПОКУПАТЕЛЬ,,*** «***»,docx,0.462
Двуязычный контракт Ташкент (2)__headings_fixed,50,"ООО ""UZBEKISTAN GTL""",,"Адрес: ***
Юридический адрес: Республика Узбекистан, Кашкадарьинская область, Нишанский район, МСГ Нишан, ул. Нишан ок-олтин, дом 62.;
Почтовый адрес: 100060, Республика Узбекистан, г. Ташкент, Яшнабадский район, улица Фаргона йули, дом 7-Б
Тел. ***;
Тел.: (+99871) 202-40-80",docx,0.364
Двуязычный контракт Ташкент (2)__headings_fixed,51,ИНН: 207041936; ОКЭД: 19200,,"Банк: ***
Головной офис АО «Асакабанк»
Адрес банка: г. ***
100015, г. Ташкент, Мирабадский р-н, ул. Нукусская, д. 67,
тел.:",docx,0.264
Двуязычный контракт Ташкент (2)__headings_fixed,52,ИНН:201589828 МФО: 00873,,"р/с: ***01
р/с: 2021 4000 4048 1968 0001
***
___________________________________
***
Генеральный директор
___________________________________
Бахадиров А. Ш.
Приложение №1 к Договору UzGTL-CON-25-____от __ _____2025г.
Перечень Товаров и их стоимость
№
Наименование
Ед. Изм.
Кол-во
Цена за ед. без НДС
Сумма без НДС
Стоимость НДС (12%)
Сумма с НДС
1
Азот газообразный 50л, газовый баллон (марка 6,0)
Обьём баллона: 50 л
Давление, 200 бар, при Т=20 °С: 20
Обьёмная доля азота %: не менее 99,9999
Обьёмная доля кислорода %: не более 0,000055
Обьёмная доля водорода %: не более 0,000001
Объемная доля окиси углерода, не более %: 0,00002
Объемная доля диокисида углерода, не более %: 0,00002
Объемная доля метана, не более % 0,000001
Объемная доля водяных паров не более, %, 0,00025
Всего
Всего
Всего
Производитель - ***
Страна происхождения – ***
Поставщик
***
***
Покупатель
Генеральный директор
Бахадиров А. Ш.",docx,0.263
Двуязычный контракт Ташкент (3)__headings_fixed,1,PREFACE,preface,"CONTRACT #
day.month.20year                                        Tashkent region
“Uzauto Motors Powertrain” Joint Stock Company (hereinafter referred to as the “Buyer”), represented by Farkhod Turaev Razakovich, General Director, acting on the basis of Charter, on the one part,
and
Legal form of organization “Company name” (hereinafter referred to as the “Seller”), represented by Executive name, Executive title, acting on the basis of Insert source of authority of this person. If the person indicates the power of attorney, it must provide the original or a duly certified copy, on the other part,
Seller and Buyer are hereinafter referred to individually as a “Party” and collectively as the “Parties”,
have concluded the present contract for the following:
1. THE SUBJECT OF THE CONTRACT
1.1. The Seller shall supply to the Buyer the Goods, mentioned in the Attachment #1 to the present Contract, and the Buyer shall receive and pay for the Goods in accordance with the terms and conditions set forth hereunder.
1.2. All Goods and its components are new and made in __________ or after.
1.3. Line item, quantity, technical parameters, assortment (if applicable), measurement, unit price, customs code (Code TNVED), quality compliance (compliance to any international quality standards), name of manufacturer and the country of origin of the Goods shall be shown in Attachment #1.
2. CONTRACT PRICE
2.1. The unit price for the Goods is indicated in the Attachment #1. The prices for the Goods are fixed; therefore they shall not be adjusted for any increases or decreases in material prices, wage rates or other changes in cost items affecting the cost to perform this Contract.
2.2. The Contract price shall be (Insert amount in numbers and in words, also insert currency).",docx,1.000
Двуязычный контракт Ташкент (3)__headings_fixed,2,PAYMENT TERMS,payment_terms,"3.1. The Contract price shall be paid in (insert currency) through the bank transfer.
3.1.1. The date when Buyer’s payment obligations is deemed as performed is the date when the payment is transferred from the Buyer’s bank account to the Seller’s bank account.
If payment day occurs on weekend or holidays, payment will be made in the nearest bank day which follows weekend or holidays
3.1.2. All commissioning and other banking charges in connection with performance of this Contract within the territory of the Republic of Uzbekistan shall be borne by the Buyer, and out of the territory of the Republic of Uzbekistan shall be borne by the Seller.",docx,0.900
Двуязычный контракт Ташкент (3)__headings_fixed,3,Payment is made in accordance with Buyer’s MNS2 as follows,payment_terms,"100% payment for Goods shall be paid to the Seller by the Buyer in accordance with MNS2 payment terms according to which the payment shall be made by bank transfer due on the second day of the second month following the month of the receipt of the Goods but not earlier than their customs clearance in the customs regime of «release for free circulation» at the territory of Republic of Uzbekistan against the invoice.
Partial payment is allowed for the factually received Goods in case of fulfillment of conditions set forth in this Contract for each batch of shipment.
3.3. The Contract number must be prominently displayed on all documents and forms. This includes, but is not limited to: Invoices, Bills of Lading and packing list.  Failure to do so can delay payments to the next billing period with no liability to the Buyer.",docx,0.900
Двуязычный контракт Ташкент (3)__headings_fixed,4,THE RIGHTS AND OBLIGATIONS OF THE SELLER,rights_obligations,"4.1. The Seller shall deliver the Goods, together with all the drawings, specifications, certificates, permissions necessary for using the Goods (if applicable).
4.2. In addition to the documentation specified in Article 4.1 of the present Contract, the Seller shall provide the following documents with shipped Goods:
Commercial invoice, stamped and signed by authorized representative of the Seller, with indication of the number and date of the Contract, the country of origin and the delivery terms (3 originals);
Transportation waybill (1 original set);
If it is impossible to provide the copies of the transportation waybill, the Seller shall provide its draft.
The packing list (3 originals) including:
Contract date and number;
Quantity and net weight of each position of the Attachment #1;
gross and net weight of each piece of the Goods;
weight and type of tare (separately indicate the weight of the pallet and the box if the Goods are in a box on a pallet);
reference to commercial invoice;
Сertificate of origin issued by authorized body of the country of export or re-export;
Export customs declaration - original or copy verified by customs of exporting/reexporting country;
Document, indicating guarantee period for the product (product passport, guarantee certificate, etc) – 1 original;
Shipper’s export confirmation document indicating commercial value of the goods (applicable only for Goods supplied from Germany or USA) - 1 copy.
4.3. Not submission of the documents shown in the paragraph 4.2 may delay the payment to the Seller with no liability to the Buyer.
4.4 All shipping documents shown in the paragraph 4.2 must match Сontract terms and Attachment #1.",docx,0.900
Двуязычный контракт Ташкент (3)__headings_fixed,5,THE TERMS OF SUPPLY,delivery_terms,"5.1. The Seller shall deliver the Goods to the Buyer not later than the dates specified in the Attachment #1. The partial earlier shipment is permitted, upon Buyer’s request.",docx,0.900
Двуязычный контракт Ташкент (3)__headings_fixed,6,(insert terms and place of delivery) (Incoterms 2010).,delivery_terms,"5.2. Within 5 (five) working days before shipment of each part of the Goods the Seller shall provide the Buyer with prior notification of shipment terms and must send to the Buyer a copy of the documents listed in Article 4.2 via e-mail or fax.
5.3. the Seller is responsible for the accuracy of the documents referred therein.
5.4. Following shall be shown in every batch of shipment:
1) The name of the manufacturer;
2) The country of origin.
5.5. In addition to the paragraph 7 of the General Terms and Conditions, in case if the Seller requests return of Non-confirming, Rejected, Obsolete or Surplus Goods (“Defective Goods”), then such Defective Goods shall be returned to the Seller on Ex Works - Uzbekistan, Tashkent region, Zangi-Ota area, “Khanabad” village, “Kumaryk” mahalla, Istiqlol str, 1 (hereinafter referred to as “Buyer Premises”) conditions (Incoterms 2010).
Upon Buyer’s request, the Goods or part of the Goods supplied as a replacement of Defective Goods or parts of the Defective goods should be delivered within 20 days after written notice of the Buyer to the Seller under DDP – “Buyer Premises” (Incoterms 2010).",docx,0.900
Двуязычный контракт Ташкент (3)__headings_fixed,7,EXPORT COMPLIANCE,export_compliance,"6.1. Additionally, the products, services and/or technical data (collectively “Items”) delivered under this Agreement may be subject to the export control laws and regulations of the United States, Uzbekistan and other applicable jurisdictions (collectively ""Export Control Laws"") including, but not limited to, the International Traffic in Arms Regulations or the Export Administration Regulations (collectively “U.S. Export Laws”) and/or Uzbekistan’s Export Control List(s).  The Parties shall comply with all applicable Export Control Laws of the U.S. and Uzbekistan and shall not export, re-export or transfer Items without first obtaining all required licenses and approvals.
Compliance with these laws and regulations includes, but is not limited to, abiding by U.S. sanctions, embargoes and prohibitions on transactions with restricted parties, countries and regions. This includes, but is not limited to, the prohibition on the transfer of commodities, materials, software and technology (i.e., all Items) subject to this Agreement to, transhipment through, or procurement from, U.S. sanctioned countries and regions, currently Iran, Syria, North Korea, Sudan, Cuba and the Crimea, unless such transactions are permissible under applicable U.S. and other laws and regulations.",docx,0.900
Двуязычный контракт Ташкент (3)__headings_fixed,8,THE RESPONSIBILITIES,rights_obligations,"7.1. For any delayed delivery of all the Goods or part of the Goods as compared to the due dates according to the Attachment #1 hereto, the Buyer is entitled to require from the Seller to pay a penalty equal to 0,5% (zero point five percent) of each part of not fulfilled obligation under this Contract for each day of delay for each part of not fulfilled obligation unless the delivery is delayed due to the fault of the Buyer. The total amount of the penalty does not exceed 20% of the contract price. The Buyer may deduct the penalty amount from the payment due from the Buyer to Seller for the delivered Goods.
7.2. The Seller must respond to a claim concerning the Contract, if any, in writing and no later than 5 (five) working days from the day of receiving a claim notice, unless earlier response is required due to production needs. If Seller does not respond to the claim in such a period from the date of receiving the claim, the Seller shall be considered as consented to satisfy the claim of the Buyer in full.
7.3. In addition to provisions of the General Terms and Conditions, if the Seller does not provide the documents required in the present Contract or provides incorrectly arranged documents then the expenses resulted out of such arrangement, including but not limited to, the expenses for Goods storage in temporary warehouses, incurred damage to the Goods, will be fully carried out by the Seller.",docx,0.900
Двуязычный контракт Ташкент (3)__headings_fixed,9,THE GENERAL PROVISIONS,final_provisions,"8.1. The present Contract shall become effective on the date of its signing by both parties and is valid until ____  , and with respect to performance of obligations - until the Parties fulfill their contractual obligations to the fullest extent..
8.2. Parties acknowledge and agree that any change of terms and conditions of the Contract require respective amendment or supplemental agreement. All attachments, amendments and supplemental agreements to the present Contract are valid when they are made in writing, duly signed and stamped by the authorized representatives of both Parties and registered at the authorized bodies of the Republic of Uzbekistan.
8.3. The present Contract is made in two copies in English and Russian languages, both copies are equally valid.  During the performance of terms and conditions of the present Contract, Parties are governed by the version of Contract in English language.
8.4. The Parties hereby incorporate by reference the documents described herein which shall be deemed as integral part of the Contract:",docx,0.900
Двуязычный контракт Ташкент (3)__headings_fixed,10,Attachment No. 1 - List of Goods and period of delivery of Goods,delivery_terms,"Attachment No. 2 – General Terms and Conditions.
Attachment No. 3 – Instruction On Seller`S Shipping Documents Compliance
In case of a direct conflict between General terms and conditions as attached herein and the terms and conditions of the Contract, the terms and conditions of the latter shall prevail. In other cases, General terms and conditions shall apply in addition to the terms and conditions of the Contract.
8.5. In case of change of legal, postal and banking details of either party hereunder, this Party shall inform the other Party in writing about it within 5 (five) business days from the date of its changes.
In this case the Parties shall conclude supplemental agreement hereto to be signed by the Parties and registered with authorized bodies of the Republic of Uzbekistan.",docx,0.900
Двуязычный контракт Ташкент (3)__headings_fixed,11,SELLER,,"Legal form of organization “Company name”
Address: Insert address
Bank Details:
Account:  Insert account number
Name of bank:  Insert Bank name & address
Bank code:  Insert bank code (if applicable)",docx,0.533
Двуязычный контракт Ташкент (3)__headings_fixed,12,SWIFT,,Routing Number:,docx,0.333
Двуязычный контракт Ташкент (3)__headings_fixed,13,BAN,,"Tel.: Telephone
КОНТРАКТ №  номер
день.месяц.20год г.                   Ташкентская область
Акционерное общество «Узавто Моторс Пауэртрейн» (далее - «Покупатель»), в лице Тураева Фархода Разаковича, Генерального Директора  , действующего на основании Устава, с одной стороны,
и
Организационно-правовая форма «Название» (далее -  «Продавец»), в лице Ф.И.О. должностного лица, Должность, действующего(ей) на основании Указать на основании чего данное лицо действует. Если данное лицо указывает доверенность, то оно должно предоставить оригинал или заверенную в установленном порядке копию, с другой стороны,
Покупатель и Продавец здесь и далее совместно именуются «Стороны», а по отдельности «Сторона»,
заключили настоящий Договор о нижеследующем:",docx,0.000
Двуязычный контракт Ташкент (3)__headings_fixed,14,ПРЕДМЕТ КОНТРАКТА,s_1_предмет_контракта_3,"1.1. Продавец осуществит поставку Покупателю Товаров, указанных в Приложении №1 к настоящему Контракту, а Покупатель обязуется принять и оплатить Товары в соответствии с условиями, изложенными в настоящем Контракте.
1.2. Все Товары и компоненты являются новыми, выпущенными _________ году или после.
1.3. Позиция (наименование), количество, технические характеристики, ассортимент (если применимо), меры измерения, цена за единицу товара, код ТН ВЭД, соответствие стандартам качества (соответствия соответствующим международным стандартам качества), наименование производителя и страны происхождения товара указаны в Приложении № 1.",docx,1.000
Двуязычный контракт Ташкент (3)__headings_fixed,15,ЦЕНА И ОБЩАЯ СУММА КОНТРАКТА,price,"2.1. Цена за единицу товара указана в Приложении №1. Цены на Товар являются фиксированными, не будут меняться в связи с любым увеличением или снижением стоимости материалов, ставок оплаты труда, или других изменений в стоимостных статьях, влияющих на Цену Товара.
2.2. Общая сумма Контракта составляет (указать сумму цифрами и прописью, а также валюту).",docx,0.900
Двуязычный контракт Ташкент (3)__headings_fixed,16,УСЛОВИЯ ОПЛАТЫ,payment_terms,"3.1. Стоимость Контракта должна быть оплачена в (указать валюту) путем банковского перевода.
3.1.1. Датой выполнения обязательств по оплате считается дата когда платеж осуществлен с банковского счета Покупателя на банковский счет Продавца.
Если дата платежа выпадает на выходные или праздничные дни, то оплата производится в ближайший банковский день, следующий за выходными или праздничными днями.
3.1.2. Все комиссии и другие банковские расходы в связи с исполнением настоящего Контракта на территории Республики Узбекистан оплачиваются Покупателем, а за пределами Республики Узбекистан оплачиваются Продавцом.
3.2. Платеж осуществляется в соответствии с MNS2 следующим образом:
100% оплата за Товары выплачивается Продавцу Покупателем в соответствии с условиями оплаты MNS2 в соответствии с которым оплата производится банковским переводом на второй день второго месяца, следующего за месяцем получения Товара, но не ранее их таможенного оформления в таможенный режим «выпуск для свободного обращения» на территории Республики Узбекистан против предоставления инвойса.
Частичная оплата разрешается в отношении фактически полученных Товаров в случае выполнения условий, изложенных в настоящем Контракте для каждой партии поставки.
3.3.Номер Контракта должен быть на видном месте на всех документах и формах. Это включает, но не ограничивается: счета-фактуры, накладные и упаковочный лист. Невыполнение этого требования может задержать платежи на следующий расчетный период без какой-либо ответственности Покупателя.",docx,0.900
Двуязычный контракт Ташкент (3)__headings_fixed,17,ПРАВА И ОБЯЗАННОСТИ ПРОДАВЦА,rights_obligations,"4.1. Продавец обязан поставить Товары, наряду со всеми чертежами, спецификациями, сертификатами, разрешениями, необходимыми для эксплуатации Товаров (если применимо).
4.2. В дополнение к документации, определенной в пункте 4.1 настоящего Контракта, Продавец предоставит следующие документы вместе с поставленными Товарами:
Коммерческий инвойс, с печатью и подписью уполномоченного представителя Продавца с указанием номера и даты Контракта, страны происхождения и условий поставки (3 оригинала);
Транспортная накладная (1 комплект оригинала);
Если невозможно предоставить копии транспортной накладной, продавец должен представить проекты этого документа.
Упаковочный лист (3 оригинала ),  включающий:
- дату и номер Контракта;
- количество и вес нетто каждой позиции Приложения №1;
- вес брутто и вес нетто каждого места Товаров;
- вес и вид тары (отдельно указать вес паллета и коробки, если Товары находятся в коробке на паллете);
- ссылка на коммерческий инвойс;
Сертификат происхождения, выданный уполномоченным органом страны экспорта или реэкспорта;
Экспортная грузовая таможенная декларация -  оригинал или копия, заверенная таможенным органом страны экспорта/реэкспорта;
Документ, с указанием гарантийного срока на товар (продукт паспорт, гарантийный сертификат, и т.д.) - 1 оригинал;
Документ, подтверждающий экспорт Товаров и их коммерческую стоимость (применимо только в отношении Товаров, поставляемых из Германии и США) – 1 копия.
4.3. Не представление документов, указанных в пункте 4.2 может отсрочить платеж на счет Продавца без какой-либо ответственности Покупателя.
4.4 Все отгрузочные документы, указанные в пункте 4.2, должны соответствовать условиям Контракта и Приложению №1.",docx,0.900
Двуязычный контракт Ташкент (3)__headings_fixed,18,УСЛОВИЯ ПОСТАВКИ,delivery_terms,"5.1. Продавец поставит Товары Покупателю не позднее сроков, обозначенных в Приложении №1. Частичная поставка раньше времени разрешается по просьбе Покупателя.
Условия Поставки:
(Укажите условия и место поставки)  (Инкотермс 2010).
5.2. За 5 (пять) рабочих дней до даты отрузки каждой партии Товара Продавец должен предоставить Покупателю предварительное уведомление о сроке отгрузки и отправить Покупателю копии документов, перечисленных в пункте 4.2 посредством электронной почты или факса.
5.3. Продавец является ответственным за правильность оформления документов, указанных в нем.
5.4. Следующая информация должна быть указана с каждой партией поставки:
1) Производитель.
2) Страна происхождения.
5.5. Дополнительно к условиям статьи 7 Общих условий, в случае если Продавец потребует вернуть несоответствующие товары, не принятые, устаревшие товары или излишки товаров («Дефектные Товары»), то такие Дефектные Товары возвращаются Продавцу на условиях Ex Works - Узбекистан, Ташкентская обл., Зангиотинский район, кишлак «Ханабад», махалла «Кумарык», ул. Истиклол, 1; (далее – «Участок Покупателя») (Инкотермс 2010).
Если Покупатель потребует, Товары или части Товаров, поставляемые Покупателю на замену Дефектного Товара или частей дефектного Товара, должны быть поставлены в течение 20 дней после письменного уведомления Покупателем Продавца на условиях DDP - Участок Покупателя (Инкотермс 2010).",docx,0.900
Двуязычный контракт Ташкент (3)__headings_fixed,19,СОБЛЮДЕНИЕ ЭКСПОРТНОГО ЗАКОНОДАТЕЛЬСТВА,export_compliance,"6.1. Продукция, услуги и/или технические данные (вместе «Товары»), предоставляемые в рамках настоящего Соглашения могут регулироваться Законами и правилами экспортного контроля США, Узбекистана или другие применимые юрисдикции (вместе «Законодательство по регулированию экспорта») включая, но не ограничиваясь Нормативными документами по торговле оружием или правилами контроля экспорта («Экспортные законы США») и/или Законами экспортного контроля Узбекистана. Стороны соглашаются соблюдать все применимые Законы экспортного контроля США и Узбекистана и не будут экспортировать, реэкспортировать или перемещать Товары без предварительного получения всех необходимых лицензий и одобрений. 
Соблюдение Экспортных законов США включает, но не ограничивается соблюдением санкций, эмбарго и запретов США на операции с ограниченными лицами. Это включает, но не ограничивается запретом на перемещение товаров, материалов, программного обеспечения и технологий (т.е. все Товары) согласно настоящему Соглашению, пересечение, или закупка, у страны, на которые наложены санкции со стороны США, в настоящее время Иран, Сирия, Северная Корея, Судан, Куба и Крым, если такие операции не являются допустимыми в соответствии с действующим США и других законов, и нормативных актов.",docx,0.900
Двуязычный контракт Ташкент (3)__headings_fixed,20,ОТВЕТСТВЕННОСТЬ,liability,"7.1. За любую просроченную поставку всех Товаров или части Товаров произведенную не в соответствии со сроками согласно Приложению №1 к настоящему Контракту, Покупатель вправе потребовать от Продавца оплатить пеню в размере 0,5% (половины процента) от каждой части неисполненных обязательств по настоящему Контракту за каждый день просрочки, за каждый случай просрочки, за исключением случаев, когда отправка просрочена по вине Покупателя. При этом общая сумма пени не должна превышать 20% общей стоимости Контракта. Покупатель может удержать сумму неустойки из платежа, подлежащего к оплате со стороны Покупателя Продавцу за поставленные Товары.
7.2. Продавец должен ответить на претензию, касающуюся Контракта, при наличии таковой, в письменной форме и не позднее 5 (пяти) рабочих дней со дня получения уведомления о претензии, если только более ранний ответ не требуется по производственной необходимости. Если Продавец не отвечает на претензию в письменном виде в течение 5 (пяти) рабочих дней с момента получения претензии, то в этом случае Продавец считается давшим согласие удовлетворить претензию Покупателя в полном объеме.
7.3 Дополнительно к положениям Общих Условий, если Продавец не предоставляет документы, указанные в настоящем Контракте, или предоставляет неправильно оформленные документы, то затраты, возникающие в связи с этим, включая, но не ограничиваясь, расходами по хранению Товаров на складе временного хранения, причиненный в связи с этим вред Товару, в полном объеме будет нести Продавец.",docx,0.900
Двуязычный контракт Ташкент (3)__headings_fixed,21,ОБЩИЕ ПОЛОЖЕНИЯ,final_provisions,"8.1. Настоящий Контракт вступает в силу с момента подписания обеими сторонами  и действует до   ____  , а в части исполнения обязательств – до полного выполнения Cторонами своих договорных обязательств..
8.2. Стороны признают и соглашаются, что любое изменение условий Контракта требует соответствующей поправки или дополнительного соглашения. Все приложения, поправки и дополнительные соглашения к настоящему Контракту имеют силу только, если они оформлены в письменном виде, подписаны и скреплены печатью надлежащим образом уполномоченными представителями обеих Сторон и зарегистрированы в уполномоченных органах Республики Узбекистан.
8.3. Настоящий Контракт составлен в двух экземплярах на английском и русском языках, каждый из которых имеет одинаковую юридическую силу. При выполнении условий настоящего Контракта, Стороны руководствуются версией Контракта на английском языке.
8.4. Стороны настоящим включают ссылку на следующие документы, изложенные ниже, которые являются неотъемлемой частью настоящего Контракта:
Приложение № 1 – Перечень Товарови и сроки поставки товаров;
Приложение № 2 - Общие Условия и положения.
Приложение № 3 - Инструкция о соответствии отгрузочных документов продавца требованиям законодательства и правилам покупателя
В случае прямого конфликта между Общими Условиями как приложено и условиями настоящего Контракта, условия Контракта превалирует. В других случаях, Общие условия применяются дополнительно к условиям настоящего Договора.
8.5. В случае изменения юридических, почтовых или банковских реквизитов одной из Сторон настоящего Договора, таковая Cторона обязана в течение 5 (пяти) рабочих дней с момента изменения письменно известить об этом другую Сторону.
В таком случае Стороны обязуются заключить дополнительное соглашение к настоящему Договору, подлежащее подписанию Сторонами и регистрации в уполномоченных органах Республики Узбекистан.",docx,0.900
Двуязычный контракт Ташкент (3)__headings_fixed,22,ПРОДАВЕЦ,,"Организационно-правовая форма «Название »
Адрес:
Банковские реквизиты
Расчетный счет:
Название банка и адрес",docx,0.625
Двуязычный контракт Ташкент (3)__headings_fixed,23,SWIFT,,Routing Number:,docx,0.333
Двуязычный контракт Ташкент (3)__headings_fixed,24,BAN,,"Номер телефона
BUYER / ПОКУПАТЕЛЬ
____________________________
Sign/stamp
SELLER / ПРОДАВЕЦ
____________________________
Sign/stamp
Приложение №1 к Контракту № номер от  день.месяц.20год г.
Attachment #1 to the Контракту № number  dated day.month.201year",docx,0.000
Двуязычный контракт Ташкент (3)__headings_fixed,25,S/N,,"HS Code
Description
Technical Specification
Part Number",docx,0.000
Двуязычный контракт Ташкент (3)__headings_fixed,26,MFG.NAME,,"Country of origin
QTY
in pcs.
Price per one
Pc. in
[insert currency] on “___” terms (Incoterms 2010)
Total Price
in
[insert currency]
Сер. Ном.
Код ТН ВЭД
Наименование
Техническая спецификация
Номер детали
Производитель
Страна происхождения
Кол-во
в шт.
Цена за      одну шт. в [включить валюту]
на условиях «___» (Инкотермс 2010)
Общая стоимость
([включить валюту]
1
2
Total amount  (indicate currency and  terms of delivery according to Incoterms 2010)/ Общая сумма (укажите валюту и условия поставки согласно Инкотермс 2010)
Total amount  (indicate currency and  terms of delivery according to Incoterms 2010)/ Общая сумма (укажите валюту и условия поставки согласно Инкотермс 2010)
Total amount  (indicate currency and  terms of delivery according to Incoterms 2010)/ Общая сумма (укажите валюту и условия поставки согласно Инкотермс 2010)
Total amount  (indicate currency and  terms of delivery according to Incoterms 2010)/ Общая сумма (укажите валюту и условия поставки согласно Инкотермс 2010)
Total amount  (indicate currency and  terms of delivery according to Incoterms 2010)/ Общая сумма (укажите валюту и условия поставки согласно Инкотермс 2010)
Total amount  (indicate currency and  terms of delivery according to Incoterms 2010)/ Общая сумма (укажите валюту и условия поставки согласно Инкотермс 2010)
Total amount  (indicate currency and  terms of delivery according to Incoterms 2010)/ Общая сумма (укажите валюту и условия поставки согласно Инкотермс 2010)
Total amount  (indicate currency and  terms of delivery according to Incoterms 2010)/ Общая сумма (укажите валюту и условия поставки согласно Инкотермс 2010)
Total amount  (indicate currency and  terms of delivery according to Incoterms 2010)/ Общая сумма (укажите валюту и условия поставки согласно Инкотермс 2010)
All Goods are in accordance with / Все Товары соответствуют “[Insert standard type (conformity) and organization] of [Country]”.
Shipper / Грузоотправитель: [Insert Company Name, place and country of shipment/ Укажите Название компании, место и страна грузоотправителя].
Period of delivery of the Goods /  Срок поставки Товаров – (insert period of delivery of Goods) ___________________________
Срок гарантии на Товар составляет______________. Гарантийные обязательства Продавца вступают в силу с момента таможенной очистки Товара в стране Покупателя.
BUYER / ПОКУПАТЕЛЬ
____________________________
Sign/stamp
SELLER / ПРОДАВЕЦ
____________________________
Sign/stamp",docx,0.400
